t,driver,x,y
948,OCO,7566,15152
948,PER,10984,14126
948,PIA,6546,9791
948,RIC,8645,15457
948,RUS,11041,13484
948,SAI,9261,11617
948,STR,6805,14631
948,TSU,-1050,933
948,VER,11013,12737
948,ZHO,3657,14353
950,ALB,10546,15716
950,ALO,10206,15867
950,BOT,6277,14501
950,COL,6935,14818
950,GAS,8005,15248
950,HAM,9437,11712
950,HUL,-1479,-3793
950,LEC,5890,9221
950,MAG,9216,15670
950,NOR,7060,10230
950,OCO,8607,15442
950,PER,11059,12919
950,PIA,5267,8679
950,RIC,9852,15866
950,RUS,10886,12536
950,SAI,7985,10891
950,STR,7186,15048
950,TSU,-1050,933
950,VER,10267,12152
950,ZHO,5371,14467
952,ALB,10942,14712
952,ALO,10869,15194
952,BOT,6899,14738
952,COL,7498,15139
952,GAS,9197,15664
952,HAM,8091,10953
952,HUL,-1473,-2121
952,LEC,4456,7974
952,MAG,10364,15820
952,NOR,5687,9044
952,OCO,9872,15870
952,PER,10406,12222
952,PIA,3881,7474
952,RIC,10744,15497
952,RUS,9948,11987
952,SAI,6606,9843
952,STR,8106,15279
952,TSU,-1050,933
952,VER,9040,11489
952,ZHO,6582,14539
954,ALB,11048,13414
954,ALO,10994,13988
954,BOT,7412,15121
954,COL,8516,15409
954,GAS,10341,15829
954,HAM,6736,9957
954,HUL,-1351,-414
954,LEC,3092,6788
954,MAG,10903,15033
954,NOR,4329,7864
954,OCO,10752,15485
954,PER,9269,11621
954,PIA,2726,6449
954,RIC,10964,14439
954,RUS,8734,11315
954,SAI,5254,8668
954,STR,9293,15696
954,TSU,-1050,933
954,VER,7689,10708
954,ZHO,6993,14907
956,ALB,10866,12515
956,ALO,11058,12914
956,BOT,8358,15356
956,COL,9678,15823
956,GAS,10888,15115
956,HAM,5479,8863
956,HUL,-1203,1285
956,LEC,2546,5989
956,MAG,11004,13864
956,NOR,3064,6764
956,OCO,10964,14439
956,PER,8026,10915
956,PIA,2537,5544
956,RIC,11062,13228
956,RUS,7453,10545
956,SAI,3922,7510
956,STR,10351,15825
956,TSU,-1050,933
956,VER,6440,9699
956,ZHO,7580,15154
958,ALB,9888,11955
958,ALO,10436,12237
958,BOT,9611,15802
958,COL,10649,15623
958,GAS,11004,13865
958,HAM,4083,7650
958,HUL,-1041,3165
958,LEC,2317,4961
958,MAG,11012,12734
958,NOR,2545,5855
958,OCO,11066,13149
958,PER,6656,9887
958,PIA,1921,4501
958,RIC,10704,12387
958,RUS,6110,9412
958,SAI,2710,6431
958,STR,10904,15028
958,TSU,-1050,933
958,VER,5072,8510
958,ZHO,8666,15464
960,ALB,8705,11299
960,ALO,9378,11681
960,BOT,10570,15697
960,COL,10945,14684
960,GAS,11033,12795
960,HAM,2878,6598
960,HUL,-890,4920
960,LEC,1743,3887
960,MAG,10291,12164
960,NOR,2248,4874
960,OCO,10697,12382
960,PER,5381,8778
960,PIA,1672,3139
960,RIC,9750,11880
960,RUS,4812,8284
960,SAI,2538,5554
960,STR,11005,13862
960,TSU,-1050,933
960,VER,3753,7363
960,ZHO,9853,15867
962,ALB,7478,10563
962,ALO,8194,11011
962,BOT,10926,14864
962,COL,11035,13546
962,GAS,10423,12231
962,HAM,2546,5781
962,HUL,-748,6578
962,LEC,1615,2522
962,MAG,9242,11606
962,NOR,1736,3819
962,OCO,9782,11898
962,PER,4129,7690
962,PIA,1539,1697
962,RIC,8612,11247
962,RUS,3553,7189
962,SAI,2065,4685
962,STR,11043,12832
962,TSU,-1050,933
962,VER,2726,6449
962,ZHO,10667,15603
964,ALB,6022,9336
964,ALO,6683,9911
964,BOT,11045,13445
964,COL,10845,12494
964,GAS,9178,11569
964,HAM,2040,4658
964,HUL,-616,8012
964,LEC,1445,672
964,MAG,7757,10752
964,NOR,1574,2073
964,OCO,8360,11106
964,PER,2793,6517
964,PIA,1365,-204
964,RIC,7080,10246
964,RUS,2571,6186
964,SAI,1683,3255
964,STR,10253,12145
964,TSU,-1050,933
964,VER,2514,5400
964,ZHO,10965,14421
966,ALB,4800,8273
966,ALO,5432,8823
966,BOT,10908,12562
966,COL,10004,12017
966,GAS,7966,10880
966,HAM,1703,3455
966,HUL,-333,8315
966,LEC,1295,-963
966,MAG,6511,9761
966,NOR,1432,528
966,OCO,7094,10258
966,PER,2546,5728
966,PIA,1226,-1713
966,RIC,5833,9171
966,RUS,2483,5291
966,SAI,1550,1811
966,STR,9205,11584
966,TSU,-1050,933
966,VER,1926,4509
966,ZHO,11063,13220
968,ALB,3539,7177
968,ALO,4079,7646
968,BOT,10097,12066
968,COL,8879,11397
968,GAS,6706,9931
968,HAM,1562,1948
968,HUL,-142,8606
968,LEC,1138,-2674
968,MAG,5212,8631
968,NOR,1283,-1095
968,OCO,5832,9170
968,PER,2178,4798
968,PIA,1073,-3378
968,RIC,4517,8027
968,RUS,1842,4335
968,SAI,1404,226
968,STR,7971,10883
968,TSU,-1050,933
968,VER,1679,3214
968,ZHO,10785,12443
970,ALB,2567,6170
970,ALO,2759,6483
970,BOT,8728,11312
970,COL,7328,10449
970,GAS,5181,8605
970,HAM,1384,3
970,HUL,-316,9345
970,LEC,922,-4754
970,MAG,3565,7199
970,NOR,1092,-3167
970,OCO,4201,7752
970,PER,1694,3358
970,PIA,792,-5257
970,RIC,2954,6667
970,RUS,1628,2659
970,SAI,1214,-1839
970,STR,6418,9680
970,TSU,-1050,933
970,VER,1511,1386
970,ZHO,9635,11818
972,ALB,2493,5322
972,ALO,2546,5762
972,BOT,7553,10617
972,COL,6191,9483
972,GAS,3982,7562
972,HAM,1241,-1548
972,HUL,-427,10339
972,LEC,489,-5660
972,MAG,2656,6364
972,NOR,928,-4716
972,OCO,3055,6756
972,PER,1563,1951
972,PIA,106,-5798
972,RIC,2545,5969
972,RUS,1497,1239
972,SAI,1070,-3407
972,STR,5256,8670
972,TSU,-1050,933
972,VER,1374,-102
972,ZHO,8536,11204
974,ALB,1834,4310
974,ALO,2148,4767
974,BOT,6213,9502
974,COL,4814,8285
974,GAS,2808,6531
974,HAM,1071,-3395
974,HUL,-279,11772
974,LEC,-594,-5599
974,MAG,2517,5416
974,NOR,392,-5719
974,OCO,2545,5924
974,PER,1405,230
974,PIA,-981,-5233
974,RIC,2326,4975
974,RUS,1334,-537
974,SAI,853,-5070
974,STR,3877,7471
974,TSU,-1050,933
974,VER,1207,-1916
974,ZHO,7153,10305
976,ALB,1657,2986
976,ALO,1722,3661
976,BOT,4998,8445
976,COL,3554,7190
976,GAS,2546,5783
976,HAM,888,-4931
976,HUL,363,13050
976,LEC,-1299,-4640
976,MAG,1963,4564
976,NOR,-560,-5620
976,OCO,2364,5033
976,PER,1256,-1389
976,PIA,-1453,-4028
976,RIC,1764,4033
976,RUS,1177,-2248
976,SAI,244,-5774
976,STR,2829,6552
976,TSU,-1050,933
976,VER,1057,-3547
976,ZHO,5956,9279
978,ALB,1494,1206
978,ALO,1564,1966
978,BOT,3476,7122
978,COL,2580,6215
978,GAS,2071,4691
978,HAM,150,-5793
978,HUL,1934,14075
978,LEC,-1498,-2944
978,MAG,1665,3069
978,NOR,-1377,-4393
978,OCO,1732,3779
978,PER,1066,-3451
978,PIA,-1479,-2239
978,RIC,1606,2427
978,RUS,984,-4284
978,SAI,-918,-5311
978,STR,2542,5608
978,TSU,-1050,933
978,VER,787,-5270
978,ZHO,4447,7966
980,ALB,1341,-460
980,ALO,1414,339
980,BOT,2606,6279
980,COL,2482,5290
980,GAS,1703,3458
980,HAM,-841,-5394
980,HUL,3599,14348
980,LEC,-1422,-1296
980,MAG,1525,1541
980,NOR,-1497,-2833
980,OCO,1594,2290
980,PER,853,-5070
980,PIA,-1365,-570
980,RIC,1461,848
980,RUS,678,-5473
980,SAI,-1450,-4047
980,STR,2040,4658
980,TSU,-1050,933
980,VER,-11,-5800
980,ZHO,3183,6867
982,ALB,1191,-2094
982,ALO,1266,-1278
982,BOT,2518,5420
982,COL,1874,4413
982,GAS,1570,2036
982,HAM,-1399,-4305
982,HUL,5232,14461
982,LEC,-1284,348
982,MAG,1381,-22
982,NOR,-1420,-1259
982,OCO,1453,762
982,PER,240,-5775
982,PIA,-1222,1063
982,RIC,1314,-751
982,RUS,-107,-5791
982,SAI,-1489,-2551
982,STR,1704,3466
982,TSU,-1050,933
982,VER,-968,-5250
982,ZHO,2566,6165
984,ALB,1034,-3787
984,ALO,1109,-2988
984,BOT,1919,4498
984,COL,1662,3040
984,GAS,1425,450
984,HAM,-1497,-2858
984,HUL,6480,14518
984,LEC,-1132,2112
984,MAG,1222,-1752
984,NOR,-1280,392
984,OCO,1301,-899
984,PER,-752,-5478
984,PIA,-1069,2837
984,RIC,1154,-2491
984,RUS,-1062,-5119
984,SAI,-1395,-931
984,STR,1564,1969
984,TSU,-1050,933
984,VER,-1455,-4012
984,ZHO,2468,5249
986,ALB,788,-5267
986,ALO,919,-4770
986,BOT,1665,3073
986,COL,1517,1452
986,GAS,1264,-1303
986,HAM,-1411,-1140
986,HUL,6966,14871
986,LEC,-968,4013
986,MAG,1054,-3584
986,NOR,-1121,2242
986,OCO,1182,-2194
986,PER,-1401,-4300
986,PIA,-909,4696
986,RIC,983,-4297
986,RUS,-1484,-3733
986,SAI,-1238,877
986,STR,1409,275
986,TSU,-1050,933
986,VER,-1486,-2414
986,ZHO,1811,4237
988,ALB,7,-5801
988,ALO,399,-5714
988,BOT,1514,1417
988,COL,1353,-325
988,GAS,1095,-3134
988,HAM,-1258,648
988,HUL,7680,15172
988,LEC,-799,5980
988,MAG,820,-5178
988,NOR,-952,4195
988,OCO,1013,-4008
988,PER,-1494,-2701
988,PIA,-747,6595
988,RIC,603,-5562
988,RUS,-1470,-2058
988,SAI,-1072,2809
988,STR,1239,-1570
988,TSU,-1050,933
988,VER,-1368,-610
988,ZHO,1630,2683
990,ALB,-1003,-5204
990,ALO,-672,-5543
990,BOT,1351,-347
990,COL,1203,-1966
990,GAS,900,-4873
990,HAM,-1095,2539
990,HUL,8810,15521
990,LEC,-657,7666
990,MAG,79,-5800
990,NOR,-788,6103
990,OCO,576,-5589
990,PER,-1395,-933
990,PIA,-627,7949
990,RIC,-306,-5741
990,RUS,-1342,-304
990,SAI,-906,4728
990,STR,1070,-3410
990,TSU,-1050,933
990,VER,-1207,1241
990,ZHO,1476,1008
992,ALB,-1471,-3880
992,ALO,-1350,-4487
992,BOT,1195,-2046
992,COL,1042,-3712
992,GAS,385,-5721
992,HAM,-939,4349
992,HUL,9972,15881
992,LEC,-458,8278
992,MAG,-888,-5344
992,NOR,-657,7669
992,OCO,-337,-5730
992,PER,-1244,809
992,PIA,-348,8312
992,RIC,-1159,-4955
992,RUS,-1189,1449
992,SAI,-751,6546
992,STR,879,-4971
992,TSU,-1050,933
992,VER,-1053,3027
992,ZHO,1321,-678
994,ALB,-1481,-2289
994,ALO,-1498,-2920
994,BOT,1026,-3869
994,COL,760,-5330
994,GAS,-638,-5569
994,HAM,-771,6304
994,HUL,10810,15369
994,LEC,-148,8494
994,MAG,-1447,-4067
994,NOR,-438,8288
994,OCO,-1247,-4771
994,PER,-1079,2720
994,PIA,-143,8627
994,RIC,-1494,-3526
994,RUS,-1024,3365
994,SAI,-630,7934
994,STR,258,-5770
994,TSU,-1050,933
994,VER,-889,4928
994,ZHO,1151,-2524
996,ALB,-1363,-545
996,ALO,-1419,-1249
996,BOT,756,-5339
996,COL,-8,-5800
996,GAS,-1346,-4501
996,HAM,-647,7782
996,HUL,10982,14164
996,LEC,-221,8969
996,MAG,-1488,-2493
996,NOR,-144,8527
996,OCO,-1498,-3332
996,PER,-915,4630
996,PIA,-292,9247
996,RIC,-1462,-1907
996,RUS,-861,5252
996,SAI,-346,8312
996,STR,-813,-5422
996,TSU,-1050,933
996,VER,-732,6774
996,ZHO,981,-4312
998,ALB,-1223,1055
998,ALO,-1286,325
998,BOT,53,-5801
998,COL,-912,-5317
998,GAS,-1497,-3421
998,HAM,-446,8284
998,HUL,11067,13041
998,LEC,-395,9754
998,MAG,-1398,-976
998,NOR,-218,8959
998,OCO,-1460,-1871
998,PER,-766,6371
998,PIA,-426,10217
998,RIC,-1346,-352
998,RUS,-716,6960
998,SAI,-142,8553
998,STR,-1386,-4359
998,TSU,-1050,933
998,VER,-638,7869
998,ZHO,713,-5419
1000,ALB,-1057,2978
1000,ALO,-1122,2228
1000,BOT,-974,-5243
1000,COL,-1453,-4025
1000,GAS,-1438,-1515
1000,HAM,-144,8523
1000,HUL,10531,12286
1000,LEC,-392,11089
1000,MAG,-1239,867
1000,NOR,-410,9889
1000,OCO,-1316,-16
1000,PER,-643,7820
1000,PIA,-310,11637
1000,RIC,-1182,1525
1000,RUS,-596,8084
1000,SAI,-260,9119
1000,STR,-1495,-2764
1000,TSU,-1050,933
1000,VER,-363,8309
1000,ZHO,-188,-5775
1002,ALB,-898,4825
1002,ALO,-961,4090
1002,BOT,-1465,-3937
1002,COL,-1487,-2454
1002,GAS,-1294,236
1002,HAM,-237,9032
1002,HUL,9436,11712
1002,LEC,13,12529
1002,MAG,-1079,2724
1002,NOR,-378,11213
1002,OCO,-1158,1810
1002,PER,-379,8307
1002,PIA,350,13035
1002,RIC,-1020,3411
1002,RUS,-243,8341
1002,SAI,-424,10132
1002,STR,-1408,-1099
1002,TSU,-1050,933
1002,VER,-141,8596
1002,ZHO,-1123,-5020
1004,ALB,-740,6680
1004,ALO,-789,6095
1004,BOT,-1484,-2355
1004,COL,-1383,-784
1004,GAS,-1135,2073
1004,HAM,-419,10011
1004,HUL,8124,10971
1004,LEC,1162,13720
1004,MAG,-910,4691
1004,NOR,95,12672
1004,OCO,-1008,3546
1004,PER,-141,8577
1004,PIA,1768,14016
1004,RIC,-851,5366
1004,RUS,-158,8722
1004,SAI,-331,11530
1004,STR,-1258,641
1004,TSU,-1050,933
1004,VER,-270,9160
1004,ZHO,-1494,-3537
1006,ALB,-631,7925
1006,ALO,-665,7579
1006,BOT,-1379,-741
1006,COL,-1234,928
1006,GAS,-986,3800
1006,HAM,-366,11310
1006,HUL,6827,10036
1006,LEC,2754,14256
1006,MAG,-748,6578
1006,NOR,1231,13761
1006,OCO,-849,5388
1006,PER,-249,9075
1006,PIA,3396,14332
1006,RIC,-696,7204
1006,RUS,-325,9385
1006,SAI,250,12906
1006,STR,-1108,2385
1006,TSU,-1050,933
1006,VER,-424,10141
1006,ZHO,-1466,-1974
1008,ALB,-334,8315
1008,ALO,-515,8230
1008,BOT,-1226,1023
1008,COL,-1071,2815
1008,GAS,-828,5641
1008,HAM,136,12738
1008,HUL,5523,8902
1008,LEC,4499,14421
1008,MAG,-635,7892
1008,NOR,2861,14271
1008,OCO,-692,7251
1008,PER,-420,10044
1008,PIA,5128,14456
1008,RIC,-563,8166
1008,RUS,-425,10536
1008,SAI,1584,13940
1008,STR,-949,4233
1008,TSU,-1050,933
1008,VER,-338,11495
1008,ZHO,-1337,-249
1010,ALB,-141,8586
1010,ALO,-190,8385
1010,BOT,-1081,2697
1010,COL,-923,4532
1010,GAS,-688,7297
1010,HAM,1270,13783
1010,HUL,4302,7840
1010,LEC,6022,14492
1010,MAG,-413,8297
1010,NOR,4514,14421
1010,OCO,-589,8116
1010,PER,-372,11268
1010,PIA,6421,14511
1010,RIC,-209,8365
1010,RUS,-264,11829
1010,SAI,3134,14306
1010,STR,-803,5923
1010,TSU,-1050,933
1010,VER,182,12809
1010,ZHO,-1193,1398
1012,ALB,-298,9271
1012,ALO,-203,8902
1012,BOT,-895,4858
1012,COL,-737,6709
1012,GAS,-519,8227
1012,HAM,3216,14315
1012,HUL,2864,6585
1012,LEC,6905,14750
1012,MAG,-141,8580
1012,NOR,6317,14503
1012,OCO,-188,8388
1012,PER,283,12950
1012,PIA,7010,14926
1012,RIC,-164,8752
1012,RUS,716,13401
1012,SAI,5244,14462
1012,STR,-653,7718
1012,TSU,-1050,933
1012,VER,1712,13994
1012,ZHO,-1008,3547
1014,ALB,-425,10191
1014,ALO,-373,9615
1014,BOT,-756,6482
1014,COL,-644,7808
1014,GAS,-221,8355
1014,HAM,4747,14436
1014,HUL,2545,5882
1014,LEC,7287,15087
1014,MAG,-239,9039
1014,NOR,6881,14706
1014,OCO,-157,8717
1014,PER,1452,13878
1014,PIA,7605,15159
1014,RIC,-307,9307
1014,RUS,2045,14109
1014,SAI,6466,14516
1014,STR,-510,8236
1014,TSU,-1050,933
1014,VER,3169,14310
1014,ZHO,-870,5148
1016,ALB,-327,11552
1016,ALO,-411,10845
1016,BOT,-644,7807
1016,COL,-411,8298
1016,GAS,-154,8703
1016,HAM,6289,14502
1016,HUL,2273,4905
1016,LEC,8206,15310
1016,MAG,-418,9999
1016,NOR,7355,15107
1016,OCO,-333,9419
1016,PER,3144,14307
1016,PIA,8682,15471
1016,RIC,-426,10451
1016,RUS,3804,14365
1016,SAI,6955,14855
1016,STR,-161,8440
1016,TSU,-1050,933
1016,VER,4986,14449
1016,ZHO,-714,6981
1018,ALB,293,12963
1018,ALO,-102,12291
1018,BOT,-423,8293
1018,COL,-142,8546
1018,GAS,-318,9353
1018,HAM,6903,14746
1018,HUL,1732,3779
1018,LEC,9401,15733
1018,MAG,-357,11374
1018,NOR,8332,15348
1018,OCO,-423,10624
1018,PER,4963,14448
1018,PIA,9938,15879
1018,RIC,-266,11821
1018,RUS,5617,14476
1018,SAI,7547,15148
1018,STR,-201,8896
1018,TSU,-1050,933
1018,VER,6399,14508
1018,ZHO,-612,8027
1020,ALB,1567,13932
1020,ALO,865,13520
1020,BOT,-146,8508
1020,COL,-244,9056
1020,GAS,-426,10435
1020,HAM,7385,15115
1020,HUL,1596,2314
1020,LEC,10476,15764
1020,MAG,160,12775
1020,NOR,9513,15770
1020,OCO,-210,12008
1020,PER,6387,14507
1020,PIA,10787,15420
1020,RIC,455,13154
1020,RUS,6674,14566
1020,SAI,8531,15414
1020,STR,-391,9725
1020,TSU,-1050,933
1020,VER,6929,14803
1020,ZHO,-296,8322
1022,ALB,3138,14306
1022,ALO,2358,14185
1022,BOT,-219,8962
1022,COL,-414,9932
1022,GAS,-286,11741
1022,HAM,8282,15333
1022,HUL,1454,773
1022,LEC,10920,14918
1022,MAG,1319,13810
1022,NOR,10506,15744
1022,OCO,582,13281
1022,PER,6902,14745
1022,PIA,10972,14314
1022,RIC,1766,14016
1022,RUS,7046,14959
1022,SAI,9701,15830
1022,STR,-407,10914
1022,TSU,-1050,933
1022,VER,7433,15126
1022,ZHO,-143,8617
1024,ALB,4932,14447
1024,ALO,4121,14392
1024,BOT,-408,9864
1024,COL,-370,11281
1024,GAS,444,13142
1024,HAM,9502,15767
1024,HUL,1293,-985
1024,LEC,11027,13627
1024,MAG,3013,14291
1024,NOR,10935,14789
1024,OCO,2073,14116
1024,PER,7386,15115
1024,PIA,11066,13018
1024,RIC,3489,14339
1024,RUS,7758,15186
1024,SAI,10698,15565
1024,STR,-62,12377
1024,TSU,-1050,933
1024,VER,8438,15382
1024,ZHO,-283,9209
1026,ALB,6312,14503
1026,ALO,5817,14485
1026,BOT,-390,11107
1026,COL,89,12662
1026,GAS,1811,14032
1026,HAM,10528,15729
1026,HUL,1137,-2683
1026,LEC,10932,12592
1026,MAG,4778,14438
1026,NOR,11031,13584
1026,OCO,3733,14359
1026,PER,8342,15351
1026,PIA,10517,12278
1026,RIC,5279,14463
1026,RUS,8850,15537
1026,SAI,10957,14531
1026,STR,936,13572
1026,TSU,-1050,933
1026,VER,9617,15804
1026,ZHO,-426,10243
1028,ALB,6933,14814
1028,ALO,6801,14628
1028,BOT,118,12709
1028,COL,1473,13889
1028,GAS,3713,14357
1028,HAM,10946,14667
1028,HUL,945,-4603
1028,LEC,9931,11978
1028,MAG,6355,14505
1028,NOR,10844,12493
1028,OCO,5707,14480
1028,PER,9741,15841
1028,PIA,9259,11615
1028,RIC,6576,14537
1028,RUS,10165,15873
1028,SAI,11067,13087
1028,STR,2764,14257
1028,TSU,-1050,933
1028,VER,10698,15565
1028,ZHO,-276,11783
1030,ALB,7411,15121
1030,ALO,7123,15013
1030,BOT,1182,13733
1030,COL,2951,14284
1030,GAS,5254,14462
1030,HAM,11036,13535
1030,HUL,554,-5610
1030,LEC,8869,11391
1030,MAG,6869,14690
1030,NOR,9996,12013
1030,OCO,6629,14552
1030,PER,10628,15644
1030,PIA,8097,10956
1030,RIC,6966,14872
1030,RUS,10805,15382
1030,SAI,10689,12376
1030,STR,4319,14408
1030,TSU,-1050,933
1030,VER,10952,14604
1030,ZHO,344,13027
1032,ALB,8491,15400
1032,ALO,7992,15244
1032,BOT,2964,14285
1032,COL,4858,14443
1032,GAS,6522,14525
1032,HAM,10840,12490
1032,HUL,-554,-5624
1032,LEC,7398,10504
1032,MAG,7364,15109
1032,NOR,8659,11273
1032,OCO,7064,14973
1032,PER,10955,14558
1032,PIA,6659,9890
1032,RIC,7589,15156
1032,RUS,10981,14168
1032,SAI,9602,11801
1032,STR,6072,14493
1032,TSU,-1050,933
1032,VER,11065,13188
1032,ZHO,1862,14051
1034,ALB,9597,15798
1034,ALO,9024,15603
1034,BOT,4548,14424
1034,COL,6244,14500
1034,GAS,6934,14815
1034,HAM,9998,12014
1034,HUL,-1275,-4703
1034,LEC,6203,9493
1034,MAG,8187,15304
1034,NOR,7430,10528
1034,OCO,7657,15168
1034,PER,11050,13391
1034,PIA,5474,8859
1034,RIC,8490,15399
1034,RUS,11067,13054
1034,SAI,8467,11166
1034,STR,6763,14605
1034,TSU,-1050,933
1034,VER,10748,12416
1034,ZHO,3414,14333
1036,ALB,10619,15654
1036,ALO,10223,15863
1036,BOT,6170,14497
1036,COL,6896,14732
1036,GAS,7527,15145
1036,HAM,8759,11329
1036,HUL,-1499,-3173
1036,LEC,4790,8265
1036,MAG,9380,15726
1036,NOR,6073,9380
1036,OCO,8753,15498
1036,PER,10792,12449
1036,PIA,4091,7657
1036,RIC,9756,15845
1036,RUS,10593,12320
1036,SAI,7082,10247
1036,STR,7176,15043
1036,TSU,-1050,933
1036,VER,9715,11861
1036,ZHO,5241,14462
1038,ALB,10958,14527
1038,ALO,10892,15097
1038,BOT,6893,14726
1038,COL,7427,15124
1038,GAS,8694,15475
1038,HAM,7283,10413
1038,HUL,-1430,-1401
1038,LEC,3298,6968
1038,MAG,10527,15729
1038,NOR,4605,8104
1038,OCO,10056,15882
1038,PER,9748,11879
1038,PIA,2768,6492
1038,RIC,10718,15538
1038,RUS,9451,11720
1038,SAI,5644,9007
1038,STR,8162,15296
1038,TSU,-1050,933
1038,VER,8345,11097
1038,ZHO,6565,14534
1040,ALB,11055,13329
1040,ALO,10998,13941
1040,BOT,7326,15099
1040,COL,8309,15341
1040,GAS,9828,15862
1040,HAM,6055,9364
1040,HUL,-1289,283
1040,LEC,2560,6141
1040,MAG,10923,14893
1040,NOR,3311,6979
1040,OCO,10799,15395
1040,PER,8588,11233
1040,PIA,2541,5591
1040,RIC,10956,14553
1040,RUS,8250,11044
1040,SAI,4355,7886
1040,STR,9271,15689
1040,TSU,-1050,933
1040,VER,7064,10233
1040,ZHO,6961,14864
1042,ALB,10853,12502
1042,ALO,11058,12915
1042,BOT,8163,15297
1042,COL,9395,15731
1042,GAS,10617,15655
1042,HAM,4852,8319
1042,HUL,-1149,1914
1042,LEC,2457,5221
1042,MAG,11011,13787
1042,NOR,2570,6184
1042,OCO,10967,14390
1042,PER,7346,10464
1042,PIA,2052,4671
1042,RIC,11053,13358
1042,RUS,7026,10203
1042,SAI,3144,6834
1042,STR,10256,15855
1042,TSU,-1050,933
1042,VER,5885,9216
1042,ZHO,7463,15132
1044,ALB,9719,11863
1044,ALO,10302,12170
1044,BOT,9573,15790
1044,COL,10596,15674
1044,GAS,10961,14477
1044,HAM,3268,6942
1044,HUL,-966,4039
1044,LEC,1755,3979
1044,MAG,10907,12560
1044,NOR,2338,4992
1044,OCO,11064,12969
1044,PER,5779,9124
1044,PIA,1667,3091
1044,RIC,10700,12384
1044,RUS,5483,8867
1044,SAI,2546,5793
1044,STR,10913,14968
1044,TSU,-1050,933
1044,VER,4309,7846
1044,ZHO,8695,15476
1046,ALB,8549,11212
1046,ALO,9253,11612
1046,BOT,10542,15719
1046,COL,10934,14794
1046,GAS,11057,13296
1046,HAM,2551,6083
1046,HUL,-820,5735
1046,LEC,1620,2574
1046,MAG,10092,12064
1046,NOR,1753,3964
1046,OCO,10591,12319
1046,PER,4487,8001
1046,PIA,1532,1613
1046,RIC,9800,11908
1046,RUS,4200,7752
1046,SAI,2250,4878
1046,STR,11008,13816
1046,TSU,-1050,933
1046,VER,3077,6776
1046,ZHO,9852,15866
1048,ALB,7099,10261
1048,ALO,7820,10792
1048,BOT,10944,14691
1048,COL,11047,13423
1048,GAS,10750,12418
1048,HAM,2329,4978
1048,HUL,-667,7554
1048,LEC,1458,808
1048,MAG,8812,11359
1048,NOR,1599,2341
1048,OCO,9475,11733
1048,PER,3011,6718
1048,PIA,1363,-225
1048,RIC,8481,11174
1048,RUS,2857,6578
1048,SAI,1717,3606
1048,STR,10978,12664
1048,TSU,-1050,933
1048,VER,2546,5832
1048,ZHO,10756,15477
1050,ALB,5937,9262
1050,ALO,6627,9862
1050,BOT,11034,13550
1050,COL,10921,12579
1050,GAS,9917,11970
1050,HAM,1759,4005
1050,HUL,-525,8220
1050,LEC,1315,-746
1050,MAG,7589,10642
1050,NOR,1463,869
1050,OCO,8352,11101
1050,PER,2546,6000
1050,PIA,1222,-1758
1050,RIC,7267,10400
1050,RUS,2546,5832
1050,SAI,1591,2256
1050,STR,10282,12160
1050,TSU,-1050,933
1050,VER,2285,4919
1050,ZHO,10960,14496
1052,ALB,4685,8173
1052,ALO,5342,8745
1052,BOT,10950,12618
1052,COL,10158,12098
1052,GAS,8792,11348
1052,HAM,1622,2596
1052,HUL,-181,8397
1052,LEC,1157,-2467
1052,MAG,6287,9566
1052,NOR,1312,-772
1052,OCO,7057,10228
1052,PER,2389,5075
1052,PIA,1067,-3436
1052,RIC,6004,9320
1052,RUS,2248,4875
1052,SAI,1448,699
1052,STR,9225,11596
1052,TSU,-1050,933
1052,VER,1740,3865
1052,ZHO,11061,13255
1054,ALB,3351,7014
1054,ALO,3868,7463
1054,BOT,10097,12066
1054,COL,8998,11466
1054,GAS,7425,10524
1054,HAM,1470,947
1054,HUL,-184,8831
1054,LEC,978,-4339
1054,MAG,4861,8326
1054,NOR,1145,-2588
1054,OCO,5706,9061
1054,PER,1756,3982
1054,PIA,832,-5142
1054,RIC,4595,8095
1054,RUS,1727,3725
1054,SAI,1281,-1117
1054,STR,7886,10833
1054,TSU,-1050,933
1054,VER,1595,2298
1054,ZHO,10760,12425
1056,ALB,2583,6226
1056,ALO,2793,6517
1056,BOT,9008,11471
1056,COL,7781,10768
1056,GAS,6229,9515
1056,HAM,1323,-652
1056,HUL,-365,9571
1056,LEC,635,-5528
1056,MAG,3543,7181
1056,NOR,990,-4231
1056,OCO,4426,7948
1056,PER,1620,2576
1056,PIA,149,-5793
1056,RIC,3262,6937
1056,RUS,1600,2354
1056,SAI,1128,-2775
1056,STR,6614,9850
1056,TSU,-1050,933
1056,VER,1455,781
1056,ZHO,9872,11946
1058,ALB,2396,5088
1058,ALO,2537,5543
1058,BOT,7449,10542
1058,COL,6246,9531
1058,GAS,4668,8159
1058,HAM,1130,-2758
1058,HUL,-396,11039
1058,LEC,-475,-5668
1058,MAG,2567,6170
1058,NOR,508,-5647
1058,OCO,2941,6655
1058,PER,1442,638
1058,PIA,-1037,-5157
1058,RIC,2546,5999
1058,RUS,1422,420
1058,SAI,912,-4811
1058,STR,5012,8458
1058,TSU,-1050,933
1058,VER,1267,-1266
1058,ZHO,8419,11139
1060,ALB,1793,4167
1060,ALO,2072,4691
1060,BOT,6301,9578
1060,COL,5059,8498
1060,GAS,3469,7116
